question_uid,parliament,session,question_number,question_sitting_day,question_date,question_title,asker_name,asker_riding,number_of_responses
42-1-2310,42,1,2310,390,2019-02-28,Housing investments and housing assets held by the government,Mr. Rankin,Victoria,1
42-1-2311,42,1,2311,390,2019-02-28,Federal funding in the constituency of Victoria,Mr. Rankin,Victoria,1
42-1-2312,42,1,2312,390,2019-02-28,Response to question Q-2104,Mr. Tilson,Dufferin—Caledon,1
42-1-2313,42,1,2313,391,2019-03-14,Work permit applications,Mr. Maguire,Brandon—Souris,1
42-1-2314,42,1,2314,391,2019-03-14,Federal spending in the riding of Montcalm,Mr. Thériault,Montcalm,1
42-1-2315,42,1,2315,391,2019-03-14,Federal spending in the riding of Gaspésie—Les Îles-de-la-Madeleine,Mr. Thériault,Montcalm,1
42-1-2316,42,1,2316,391,2019-03-14,Regional development agencies,Mr. Aubin,Trois-Rivières,1
42-1-2317,42,1,2317,391,2019-03-14,VIA Rail,Mr. Aubin,Trois-Rivières,1
42-1-2318,42,1,2318,391,2019-03-14,Federal funding in the constituency of Trois-Rivières,Mr. Aubin,Trois-Rivières,1
42-1-2319,42,1,2319,391,2019-03-14,Reports by the Privacy Commissioner of Canada and the Auditor General of Canada,Mr. Trost,Saskatoon—University,1
42-1-2320,42,1,2320,391,2019-03-14,Auditor General's 2002 Report,Mr. Trost,Saskatoon—University,1
42-1-2321,42,1,2321,391,2019-03-14,Firearms policy,Mr. Trost,Saskatoon—University,1
42-1-2322,42,1,2322,391,2019-03-14,Screening of firearms licence holders and Firearms Interest Police database,Mr. Trost,Saskatoon—University,1
42-1-2323,42,1,2323,392,2019-03-18,Guaranteed Income Supplement,Ms. Blaney,North Island—Powell River,1
42-1-2324,42,1,2324,392,2019-03-18,Access to emails,Mr. Cooper,St. Albert—Edmonton,1
42-1-2325,42,1,2325,392,2019-03-18,Testimony from the former Attorney General,Mr. Cooper,St. Albert—Edmonton,1
42-1-2326,42,1,2326,392,2019-03-18,SNC-Lavalin,Ms. Harder,Lethbridge,1
42-1-2327,42,1,2327,392,2019-03-18,Jasper National Park,Mr. Eglinski,Yellowhead,1
42-1-2328,42,1,2328,392,2019-03-18,Icefields Parkway,Mr. Eglinski,Yellowhead,1
42-1-2329,42,1,2329,392,2019-03-18,Telephone call from Kevin Lynch,Mr. Kelly,Calgary Rocky Ridge,1
42-1-2330,42,1,2330,392,2019-03-18,Details of telephone call from Kevin Lynch,Mr. Schmale,Haliburton—Kawartha Lakes—Brock,1
42-1-2331,42,1,2331,392,2019-03-18,Ministerial holds,Mr. Motz,Medicine Hat—Cardston—Warner,1
42-1-2332,42,1,2332,392,2019-03-18,Mefloquin,Mrs. Wagantall,Yorkton—Melville,1
42-1-2333,42,1,2333,392,2019-03-18,Contracts,Mr. Barrett,Leeds—Grenville—Thousand Islands and Rideau Lakes,1
42-1-2334,42,1,2334,392,2019-03-18,Statement on CBC News,Mrs. Stubbs,Lakeland,1
42-1-2335,42,1,2335,392,2019-03-18,Detention benefits,Mrs. Gallant,Renfrew—Nipissing—Pembroke,1
42-1-2336,42,1,2336,392,2019-03-18,Sale or lease of aircraft by Bombardier,Mr. Allison,Niagara West,1
42-1-2337,42,1,2337,392,2019-03-18,Budget Plan in response to the opioid crisis,Mr. Calkins,Red Deer—Lacombe,1
42-1-2338,42,1,2338,392,2019-03-18,Amounts budgeted for legal advice,Mr. Yurdiga,Fort McMurray—Cold Lake,1
42-1-2339,42,1,2339,393,2019-03-19,Outside legal counsel,Mr. Nuttall,Barrie—Springwater—Oro-Medonte,1
42-1-2340,42,1,2340,393,2019-03-19,Preservation of documents and communication,Mr. Nuttall,Barrie—Springwater—Oro-Medonte,1
42-1-2341,42,1,2341,393,2019-03-19,Expenditures by the Advisory Council on Climate Action,Mr. Fast,Abbotsford,1
42-1-2342,42,1,2342,393,2019-03-19,Government communication with the Organization for Economic Co-Operation and Development,Mr. Obhrai,Calgary Forest Lawn,1
42-1-2343,42,1,2343,393,2019-03-19,Integrity regime,Mr. Nicholson,Niagara Falls,1
42-1-2344,42,1,2344,393,2019-03-19,"Project funding for Strong, Secure, Engaged",Mr. Nicholson,Niagara Falls,1
42-1-2345,42,1,2345,393,2019-03-19,Testimony of the Acting Chief Financial Officer of the Department of National Defence and the Canadian Armed Forces,Mr. Nicholson,Niagara Falls,1
42-1-2346,42,1,2346,393,2019-03-19,Canada’s spending on defence,Mr. Nicholson,Niagara Falls,1
42-1-2347,42,1,2347,394,2019-03-21,Rural and Northern Immigration Pilot program,Mrs. Stubbs,Lakeland,1
42-1-2348,42,1,2348,394,2019-03-21,Case Processing Centre in Vegreville Alberta,Mrs. Stubbs,Lakeland,1
42-1-2349,42,1,2349,394,2019-03-21,Access to information requests,Mr. Angus,Timmins—James Bay,1
42-1-2350,42,1,2350,394,2019-03-21,Border Enforcement Strategy,Mr. Falk,Provencher,1
42-1-2351,42,1,2351,394,2019-03-21,Federal spending to improve connectivity in Manitoba,Mr. Falk,Provencher,1
42-1-2352,42,1,2352,394,2019-03-21,Federal spending in Manitoba,Mr. Falk,Provencher,1
42-1-2353,42,1,2353,394,2019-03-21,Federal spending in Manitoba,Mr. Falk,Provencher,1
42-1-2354,42,1,2354,395,2019-03-28,Compensation arrangements,Mr. Poilievre,Carleton,1
42-1-2355,42,1,2355,395,2019-03-28,Federal spending in Manitoba,Mr. Maguire,Brandon—Souris,1
42-1-2356,42,1,2356,395,2019-03-28,Financial transaction data,Mr. Paul-Hus,Charlesbourg—Haute-Saint-Charles,1
42-1-2357,42,1,2357,395,2019-03-28,Briefings provided by the Royal Canadian Mounted Police,Mr. Paul-Hus,Charlesbourg—Haute-Saint-Charles,1
42-1-2358,42,1,2358,395,2019-03-28,"""O"" Division of the Marine Security Enforcement Team program",Mr. Paul-Hus,Charlesbourg—Haute-Saint-Charles,1
42-1-2359,42,1,2359,395,2019-03-28,Prison Needle Exchange Program,Mr. Paul-Hus,Charlesbourg—Haute-Saint-Charles,1
42-1-2360,42,1,2360,395,2019-03-28,Ile-a-la-Crosse Indian Residential School and Timber Bay Children's Home,Ms. Jolibois,Desnethé—Missinippi—Churchill River,1
42-1-2361,42,1,2361,395,2019-03-28,Gatineau Park,Mr. Stetski,Kootenay—Columbia,1
42-1-2362,42,1,2362,396,2019-04-01,Investing in Canada Plan,Mr. Caron,Rimouski-Neigette—Témiscouata—Les Basques,1
42-1-2363,42,1,2363,396,2019-04-01,Information leak related to the Supreme Court nomination process,Mr. Strahl,Chilliwack—Hope,1
42-1-2364,42,1,2364,396,2019-04-01,Testimony by the former Attorney General,Mr. Barrett,Leeds—Grenville—Thousand Islands and Rideau Lakes,1
42-1-2365,42,1,2365,396,2019-04-01,Federal initiatives related to housing,Ms. Benson,Saskatoon West,1
42-1-2366,42,1,2366,396,2019-04-01,Carbon tax,Mrs. Falk,Battlefords—Lloydminster,1
42-1-2367,42,1,2367,396,2019-04-01,Decision by the Prime Minister to have Anne McLellan deliver a report,Ms. Harder,Lethbridge,1
42-1-2368,42,1,2368,396,2019-04-01,Canadian Coast Guard mid-shore patrol vessels,Mr. Doherty,Cariboo—Prince George,1
42-1-2369,42,1,2369,396,2019-04-01,Small Craft Harbours program,Mr. Arnold,North Okanagan—Shuswap,1
42-1-2370,42,1,2370,396,2019-04-01,Interim Management Advisory Board for the RCMP,Mr. Calkins,Red Deer—Lacombe,1
42-1-2371,42,1,2371,397,2019-04-02,Information leak related to the Supreme Court nomination process,Mr. Davidson,York—Simcoe,1
42-1-2372,42,1,2372,397,2019-04-02,Federal spending in Quebec,Ms. Trudel,Jonquière,1
42-1-2373,42,1,2373,397,2019-04-02,Housing investments and housing assets,Ms. Trudel,Jonquière,1
42-1-2374,42,1,2374,397,2019-04-02,Stock option deductions,Mr. Julian,New Westminster—Burnaby,1
42-1-2375,42,1,2375,398,2019-04-03,Tax fairness actions,Mr. Dusseault,Sherbrooke,1
42-1-2376,42,1,2376,398,2019-04-03,Offshore Tax Informant Program,Mr. Dusseault,Sherbrooke,1
42-1-2377,42,1,2377,398,2019-04-03,Government advertising,Mr. Dusseault,Sherbrooke,1
42-1-2378,42,1,2378,398,2019-04-03,Wrapping and advertising expenditures for government buildings,Mr. Waugh,Saskatoon—Grasswood,1
42-1-2379,42,1,2379,398,2019-04-03,SNC-Lavalin,Mr. Waugh,Saskatoon—Grasswood,1
42-1-2380,42,1,2380,398,2019-04-03,Certification of the Boeing 737 MAX 8 aircraft,Mrs. Block,Carlton Trail—Eagle Creek,1
42-1-2381,42,1,2381,398,2019-04-03,Federal funding in the constituency of Mission—Matsqui—Fraser Canyon,Mr. Fast,Abbotsford,1
42-1-2382,42,1,2382,398,2019-04-03,Repairs to the sewage lagoon at the North Caribou Lake First Nation,Mrs. McLeod,Kamloops—Thompson—Cariboo,1
42-1-2383,42,1,2383,399,2019-04-04,Rising debt level,Mr. Kent,Thornhill,1
42-1-2384,42,1,2384,399,2019-04-04,Investigation into the leak of information regarding Omar Khadr's payout,Mr. Warkentin,Grande Prairie—Mackenzie,1
42-1-2385,42,1,2385,399,2019-04-04,Government advertising,Mr. Blaney,Bellechasse—Les Etchemins—Lévis,1
42-1-2386,42,1,2386,399,2019-04-04,Federal spending in the constituency of Saint-Maurice—Champlain,Mr. Thériault,Montcalm,1
42-1-2387,42,1,2387,399,2019-04-04,Agriculture trade commissioners,Mr. Maguire,Brandon—Souris,1
42-1-2388,42,1,2388,399,2019-04-04,Identification of benchmark tax measures specific to the fossil fuel sector,Ms. Quach,Salaberry—Suroît,1
42-1-2389,42,1,2389,399,2019-04-04,Partial inclusion of capital gains tax expenditure,Mr. Julian,New Westminster—Burnaby,1
42-1-2390,42,1,2390,400,2019-04-05,Ratification strategy for the United Nations Arms Trade Treaty,Mr. Caron,Rimouski-Neigette—Témiscouata—Les Basques,1
42-1-2391,42,1,2391,400,2019-04-05,Contract to sell light armoured vehicles to Saudi Arabia,Mr. Caron,Rimouski-Neigette—Témiscouata—Les Basques,1
42-1-2392,42,1,2392,400,2019-04-05,Fossil fuel subsidies,Mr. Boulerice,Rosemont—La Petite-Patrie,1
42-1-2393,42,1,2393,400,2019-04-05,Legal fees,Mr. Boulerice,Rosemont—La Petite-Patrie,1
42-1-2394,42,1,2394,400,2019-04-05,Staff of the Office of the Prime Minister,Mr. Boulerice,Rosemont—La Petite-Patrie,1
42-1-2395,42,1,2395,401,2019-04-08,GoHere App,Mr. McCauley,Edmonton West,1
42-1-2396,42,1,2396,401,2019-04-08,Phoenix pay system,Mr. McCauley,Edmonton West,1
42-1-2397,42,1,2397,401,2019-04-08,Climate Action Incentive payment mail-out,Mr. McCauley,Edmonton West,1
42-1-2398,42,1,2398,401,2019-04-08,Capacity-Building Fund of the Women’s Program,Ms. Mathyssen,London—Fanshawe,1
42-1-2399,42,1,2399,401,2019-04-08,Registered Disability Savings Plan,Mr. Motz,Medicine Hat—Cardston—Warner,1
42-1-2400,42,1,2400,401,2019-04-08,Crime Prevention Action Fund grants,Ms. Gladu,Sarnia—Lambton,1
42-1-2401,42,1,2401,401,2019-04-08,Wi'am funding through Kairos Canada,Mr. Kent,Thornhill,1
42-1-2402,42,1,2402,401,2019-04-08,Job advertisements on Facebook,Mr. Lukiwski,Moose Jaw—Lake Centre—Lanigan,1
42-1-2403,42,1,2403,401,2019-04-08,Post-traumatic stress disorder disability questionnaire,Mr. McColeman,Brantford—Brant,1
42-1-2404,42,1,2404,401,2019-04-08,Treasury Board Secretariat’s YouTube video,Mr. McCauley,Edmonton West,1
42-1-2405,42,1,2405,402,2019-04-09,Funding for Loblaw Companies Limited,Mr. Saroya,Markham—Unionville,1
42-1-2406,42,1,2406,402,2019-04-09,Canola,Mr. Anderson,Cypress Hills—Grasslands,1
42-1-2407,42,1,2407,403,2019-04-10,Appointments of special ministerial representatives,Mr. Angus,Timmins—James Bay,1
42-1-2408,42,1,2408,403,2019-04-10,Fossil fuel subsidies,Mr. Julian,New Westminster—Burnaby,1
42-1-2409,42,1,2409,403,2019-04-10,Government advertising,Mr. Julian,New Westminster—Burnaby,1
42-1-2410,42,1,2410,403,2019-04-10,Rental Construction Financing Initiative,Mr. Stetski,Kootenay—Columbia,1
42-1-2411,42,1,2411,403,2019-04-10,Oceans Protection Plan,Mr. Johns,Courtenay—Alberni,1
42-1-2412,42,1,2412,403,2019-04-10,Infrastructure investments in the district of Courtenay—Alberni,Mr. Johns,Courtenay—Alberni,1
42-1-2413,42,1,2413,403,2019-04-10,Marine Communications and Traffic Services Centres,Mr. Johns,Courtenay—Alberni,1
42-1-2414,42,1,2414,403,2019-04-10,Government-issued credit cards,Mr. Johns,Courtenay—Alberni,1
42-1-2415,42,1,2415,403,2019-04-10,Rural broadband Internet service,Ms. Trudel,Jonquière,1
42-1-2416,42,1,2416,403,2019-04-10,Economic Development Agency of Canada for Quebec Regions,Ms. Trudel,Jonquière,1
42-1-2417,42,1,2417,403,2019-04-10,Bill C-337,Mr. Cooper,St. Albert—Edmonton,1
42-1-2418,42,1,2418,403,2019-04-10,Impact Canada Initiative,Mr. Kitchen,Souris—Moose Mountain,1
42-1-2419,42,1,2419,403,2019-04-10,Seasonal Agricultural Worker Program and the Temporary Foreign Worker Program,Mr. MacGregor,Cowichan—Malahat—Langford,1
42-1-2420,42,1,2420,403,2019-04-10,VIA Rail’s high-frequency rail proposal,Mr. Aubin,Trois-Rivières,1
42-1-2421,42,1,2421,403,2019-04-10,G7 Summit,Mrs. Boucher,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,1
42-1-2422,42,1,2422,403,2019-04-10,Public and private housing projects,Ms. Benson,Saskatoon West,1
42-1-2423,42,1,2423,403,2019-04-10,Renewal Funds,Mr. MacGregor,Cowichan—Malahat—Langford,1
42-1-2424,42,1,2424,403,2019-04-10,On-reserve housing programs,Mr. Angus,Timmins—James Bay,1
42-1-2425,42,1,2425,403,2019-04-10,Canadian delegations to the United Nations,Mr. Angus,Timmins—James Bay,1
42-1-2426,42,1,2426,404,2019-04-11,CC-150 Airbus government flights,Mr. Viersen,Peace River—Westlock,1
42-1-2427,42,1,2427,404,2019-04-11,Tax-Free Savings Accounts,Ms. Blaney,North Island—Powell River,1
42-1-2428,42,1,2428,404,2019-04-11,Federal spending in the riding of La Pointe-de-l'Île,Mr. Beaulieu,La Pointe-de-l'Île,1
42-1-2429,42,1,2429,405,2019-04-25,Canada’s Official Development Assistance,Ms. Duncan,Edmonton Strathcona,1
42-1-2430,42,1,2430,405,2019-04-25,Promoting sexual and reproductive health and rights for women and girls,Ms. Duncan,Edmonton Strathcona,1
42-1-2431,42,1,2431,405,2019-04-25,"Global Fund to fight AIDS, tuberculosis and malaria",Ms. Duncan,Edmonton Strathcona,1
42-1-2432,42,1,2432,405,2019-04-25,2030 Sustainable Development Goals and Feminist International Development Policy,Ms. Duncan,Edmonton Strathcona,1
42-1-2433,42,1,2433,405,2019-04-25,Canada Summer Jobs Program,Mr. Barlow,Foothills,1
42-1-2434,42,1,2434,405,2019-04-25,Low Carbon Economy Fund,Mr. Boulerice,Rosemont—La Petite-Patrie,1
42-1-2435,42,1,2435,405,2019-04-25,Phoenix pay system,Mr. MacGregor,Cowichan—Malahat—Langford,1
42-1-2436,42,1,2436,405,2019-04-25,Canada's National Contact Point for the OECD Guidelines,Ms. Laverdière,Laurier—Sainte-Marie,1
42-1-2437,42,1,2437,405,2019-04-25,Canada–Mexico Partnership,Ms. Laverdière,Laurier—Sainte-Marie,1
42-1-2438,42,1,2438,405,2019-04-25,Peer support services to survivors of military sexual trauma,Ms. Mathyssen,London—Fanshawe,1
42-1-2439,42,1,2439,406,2019-04-29,Visitor Welcome Centre,Mr. Reid,Lanark—Frontenac—Kingston,1
42-1-2440,42,1,2440,406,2019-04-29,“March madness” expenditures,Mr. Nater,Perth—Wellington,1
42-1-2441,42,1,2441,406,2019-04-29,Government expenditures on membership fees,Mr. Nater,Perth—Wellington,1
42-1-2442,42,1,2442,406,2019-04-29,Canola crisis and request from the Premier of Saskatchewan,Mr. Berthold,Mégantic—L'Érable,1
42-1-2443,42,1,2443,406,2019-04-29,Repayable loans and contributions,Mr. Warkentin,Grande Prairie—Mackenzie,1
42-1-2444,42,1,2444,406,2019-04-29,Management consulting contracts signed by the government,Mr. Brassard,Barrie—Innisfil,1
42-1-2445,42,1,2445,406,2019-04-29,Government Climate Action Incentive advertising and promotional campaign,Mr. Brassard,Barrie—Innisfil,1
42-1-2446,42,1,2446,406,2019-04-29,Canada Infrastructure Bank,Mrs. Boucher,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,1
42-1-2447,42,1,2447,406,2019-04-29,Government procurement and contracts for provision of research or speech writing services to ministers,Mr. Shields,Bow River,1
42-1-2448,42,1,2448,406,2019-04-29,Expenditures on consultants,Mr. Shields,Bow River,1
42-1-2449,42,1,2449,406,2019-04-29,Illegal border crossings,Mr. Anderson,Cypress Hills—Grasslands,1
42-1-2450,42,1,2450,406,2019-04-29,"Contracts awarded to foreign firm, individual, business, or other entity with a mailing address outside of Canada",Mr. Anderson,Cypress Hills—Grasslands,1
42-1-2451,42,1,2451,406,2019-04-29,$327 million announced by the government to combat gun and gang violence,Mr. Saroya,Markham—Unionville,1
42-1-2452,42,1,2452,406,2019-04-29,Federal carbon tax and the Climate Action Rebate,Mr. MacKenzie,Oxford,1
42-1-2453,42,1,2453,406,2019-04-29,Cabotage or coasting trade licenses granted by the Minister of Public Safety or the Minister of Transport,Mr. Blaney,Bellechasse—Les Etchemins—Lévis,1
42-1-2454,42,1,2454,407,2019-04-30,Abousfian Abdelrazik,Mr. Rankin,Victoria,1
42-1-2455,42,1,2455,407,2019-04-30,Restrictions on Chinook salmon fishing,Mr. Doherty,Cariboo—Prince George,1
42-1-2456,42,1,2456,407,2019-04-30,Information and communications technologies (ICT),Mr. Maguire,Brandon—Souris,1
42-1-2457,42,1,2457,407,2019-04-30,Caribou recovery agreements,Mr. Doherty,Cariboo—Prince George,1
42-1-2458,42,1,2458,407,2019-04-30,Health Canada’s regulation of natural health products and non-prescription drugs,Mr. Carrie,Oshawa,1
42-1-2459,42,1,2459,407,2019-04-30,Canada Infrastructure Bank,Mr. Dusseault,Sherbrooke,1
42-1-2460,42,1,2460,408,2019-05-01,Government IT projects,Mr. Lauzon,Stormont—Dundas—South Glengarry,1
42-1-2461,42,1,2461,408,2019-05-01,International trips taken by the Prime Minister,Mr. Lauzon,Stormont—Dundas—South Glengarry,1
42-1-2462,42,1,2462,408,2019-05-01,"Government expenditures on gala, concert or sporting event tickets",Mr. Lauzon,Stormont—Dundas—South Glengarry,1
42-1-2463,42,1,2463,408,2019-05-01,Ministers’ regional offices,Mr. Van Kesteren,Chatham-Kent—Leamington,1
42-1-2464,42,1,2464,408,2019-05-01,Statement by the Minister of Indigenous Services,Mrs. McLeod,Kamloops—Thompson—Cariboo,1
42-1-2465,42,1,2465,408,2019-05-01,Outbreak of African Swine Fever,Mr. Berthold,Mégantic—L'Érable,1
42-1-2466,42,1,2466,408,2019-05-01,Usage of the government's fleet of Challenger aircraft,Mr. Allison,Niagara West,1
42-1-2467,42,1,2467,408,2019-05-01,Government contracts awarded for public relation services,Mr. MacKenzie,Oxford,1
42-1-2468,42,1,2468,408,2019-05-01,Service Canada’s national in-person service delivery network,Mr. Lukiwski,Moose Jaw—Lake Centre—Lanigan,1
42-1-2469,42,1,2469,408,2019-05-01,Asian Infrastructure Investment Bank,Mr. Kmiec,Calgary Shepard,1
42-1-2470,42,1,2470,408,2019-05-01,Compliance agreement signed by SNC-Lavalin and Elections Canada,Ms. Raitt,Milton,1
42-1-2471,42,1,2471,408,2019-05-01,Connect to Innovate Program,Mr. Albas,Central Okanagan—Similkameen—Nicola,1
42-1-2472,42,1,2472,408,2019-05-01,"Infrastructure funding in Kelowna, British Columbia",Mr. Albas,Central Okanagan—Similkameen—Nicola,1
42-1-2473,42,1,2473,408,2019-05-01,Connect to Innovate Program and project to close the Canadian North Fibre Loop,Mr. Albas,Central Okanagan—Similkameen—Nicola,1
42-1-2474,42,1,2474,408,2019-05-01,Expenditures on hospitality,Mr. Diotte,Edmonton Griesbach,1
42-1-2475,42,1,2475,408,2019-05-01,Non-Insured Health Benefit Program,Ms. Benson,Saskatoon West,1
42-1-2476,42,1,2476,408,2019-05-01,2019-20 federal budget presentation and Phoenix pay system,Ms. Benson,Saskatoon West,1
42-1-2477,42,1,2477,409,2019-05-02,Investments to Combat the Criminal Use of Firearms,Mr. Trost,Saskatoon—University,1
42-1-2478,42,1,2478,409,2019-05-02,Registered guns and licensed gun owners,Mr. Trost,Saskatoon—University,1
42-1-2479,42,1,2479,409,2019-05-02,Guns reported stolen,Mr. Trost,Saskatoon—University,1
42-1-2480,42,1,2480,409,2019-05-02,Serving RCMP officers,Mr. Trost,Saskatoon—University,1
42-1-2481,42,1,2481,409,2019-05-02,Impact of Bill C-69 on Alberta's economy,Mr. Liepert,Calgary Signal Hill,1
42-1-2482,42,1,2482,409,2019-05-02,Trans Mountain Pipeline Expansion Project,Mr. Liepert,Calgary Signal Hill,1
42-1-2483,42,1,2483,409,2019-05-02,Delay in the processing of Access to Information Request,Mr. Lukiwski,Moose Jaw—Lake Centre—Lanigan,1
42-1-2484,42,1,2484,409,2019-05-02,Taxpayer-funded flights taken by the Canadian Ambassador to the United States,Ms. Raitt,Milton,1
42-1-2485,42,1,2485,409,2019-05-02,Corrections to government websites,Mr. Lobb,Huron—Bruce,1
42-1-2486,42,1,2486,409,2019-05-02,Access to Information Requests,Mr. Lobb,Huron—Bruce,1
42-1-2487,42,1,2487,409,2019-05-02,Concerns raised by the Privacy Commissioner of Canada,Mr. Zimmer,Prince George—Peace River—Northern Rockies,1
42-1-2488,42,1,2488,409,2019-05-02,Establishment of the Canadian Drug Agency,Mrs. Vecchio,Elgin—Middlesex—London,1
42-1-2489,42,1,2489,409,2019-05-02,Materials prepared for ministers,Mr. Van Kesteren,Chatham-Kent—Leamington,1
42-1-2490,42,1,2490,409,2019-05-02,Materials prepared for ministerial exempt staff members,Mr. Van Kesteren,Chatham-Kent—Leamington,1
42-1-2491,42,1,2491,409,2019-05-02,Sale of assets,Mr. Viersen,Peace River—Westlock,1
42-1-2492,42,1,2492,409,2019-05-02,Expenditure contained in each budget or budget implementation bill,Mr. Obhrai,Calgary Forest Lawn,1
42-1-2493,42,1,2493,409,2019-05-02,Government advertising,Mr. Obhrai,Calgary Forest Lawn,1
42-1-2494,42,1,2494,409,2019-05-02,"Penitentiary farms, and agriculture and agri-food employment operations of CORCAN",Mr. Reid,Lanark—Frontenac—Kingston,1
42-1-2495,42,1,2495,409,2019-05-02,Parks Canada water level management,Mr. Reid,Lanark—Frontenac—Kingston,1
42-1-2496,42,1,2496,410,2019-05-03,Government contracts awarded to IBM,Mrs. Falk,Battlefords—Lloydminster,1
42-1-2497,42,1,2497,410,2019-05-03,Government’s claim about Senator selection process,Mr. Barrett,Leeds—Grenville—Thousand Islands and Rideau Lakes,1
42-1-2498,42,1,2498,410,2019-05-03,Partnerships signed between Natural Sciences and Engineering Research Council of Canada and Huawei,Mr. Richards,Banff—Airdrie,1
42-1-2499,42,1,2499,410,2019-05-03,Non-citizens found to be on the National Register of Electors illegally,Mr. Richards,Banff—Airdrie,1
42-1-2500,42,1,2500,410,2019-05-03,Government commitments,Ms. Bergen,Portage—Lisgar,1
42-1-2501,42,1,2501,410,2019-05-03,West Block of Parliament,Mr. Reid,Lanark—Frontenac—Kingston,1
42-1-2502,42,1,2502,410,2019-05-03,Housing investments,Mr. Davies,Vancouver Kingsway,1
42-1-2503,42,1,2503,410,2019-05-03,Government funding in the constituency of Vancouver Kingsway,Mr. Davies,Vancouver Kingsway,1
42-1-2504,42,1,2504,410,2019-05-03,Allowance for people aged 60 to 64,Mr. Albas,Central Okanagan—Similkameen—Nicola,1
42-1-2505,42,1,2505,411,2019-05-06,Canada Post operations in the riding of Desnethé—Missinippi—Churchill River,Ms. Jolibois,Desnethé—Missinippi—Churchill River,0
42-1-2506,42,1,2506,411,2019-05-06,Canada School of Public Service’s Indigenous Learning Series,Ms. Jolibois,Desnethé—Missinippi—Churchill River,0
42-1-2507,42,1,2507,411,2019-05-06,Federal funding in the constituency of Windsor West,Mr. Masse,Windsor West,0
42-1-2508,42,1,2508,412,2019-05-07,Land protection,Ms. Quach,Salaberry—Suroît,0
42-1-2509,42,1,2509,412,2019-05-07,Loblaw Companies Limited,Ms. Quach,Salaberry—Suroît,0
42-1-2510,42,1,2510,412,2019-05-07,Federal funding for post-secondary education,Ms. Quach,Salaberry—Suroît,0
42-1-2511,42,1,2511,412,2019-05-07,Access to Information and Privacy requests,Mr. Yurdiga,Fort McMurray—Cold Lake,0
42-1-2512,42,1,2512,420,2019-05-23,Tax returns of registered charities,Mr. Poilievre,Carleton,0
42-1-2513,42,1,2513,421,2019-05-27,New “For Glowing Hearts” logo,Mr. Viersen,Peace River—Westlock,0
42-1-2514,42,1,2514,422,2019-05-28,Canada Border Services Agency inspections at the Port of Vancouver,Ms. Harder,Lethbridge,0
42-1-2515,42,1,2515,425,2019-05-31,Vice-Admiral Mark Norman,Mr. O'Toole,Durham,0
42-1-2516,42,1,2516,426,2019-06-03,Media request notifications by Public Services and Procurement Canada,Mr. Bezan,Selkirk—Interlake—Eastman,0
42-1-2517,42,1,2517,426,2019-06-03,Journalism and Written Media Independent Panel of Experts,Mr. Kent,Thornhill,0
42-1-2518,42,1,2518,426,2019-06-03,"Media request notifications by Innovation, Science and Economic Development Canada",Mr. Bezan,Selkirk—Interlake—Eastman,0
42-1-2519,42,1,2519,427,2019-06-04,National Housing Co-Investment Fund,Mrs. Vecchio,Elgin—Middlesex—London,0
42-1-2520,42,1,2520,429,2019-06-06,Media subsidies,Mr. Shields,Bow River,0
42-1-2521,42,1,2521,428,2019-06-06,Social media “influencers” selected by Elections Canada,Mr. Schmale,Haliburton—Kawartha Lakes—Brock,0
42-1-2522,42,1,2522,430,2019-06-07,Canadian Blood Services,Mr. Oliphant,Don Valley West,0
42-1-2523,42,1,2523,432,2019-06-11,Expenditures on bottled water by Environment and Climate Change Canada,Mr. Calkins,Red Deer—Lacombe,0
42-1-2524,42,1,2524,432,2019-06-11,Expenditures on bottled water by the Office of the Prime Minister or the Privy Council Office,Mr. Calkins,Red Deer—Lacombe,0
42-1-2525,42,1,2525,434,2019-06-13,Aviation Sector Analysis,Mrs. Philpott,Markham—Stouffville,0
42-1-2526,42,1,2526,434,2019-06-13,Materials prepared for the Minister of Transport regarding the Pickering Lands,Mrs. Philpott,Markham—Stouffville,0
42-1-2527,42,1,2527,436,2019-06-17,IT-related services,Mr. Easter,Malpeque,0
42-1-2528,42,1,2528,438,2019-06-19,Firearms stolen or missing from Canadian Armed Forces armouries,Mr. Warkentin,Grande Prairie—Mackenzie,0
42-1-2529,42,1,2529,438,2019-06-19,Transportation Safety Board report into the Lac-Mégantic tragedy,Ms. Pauzé,Repentigny,0
42-1-2530,42,1,2530,438,2019-06-19,Transport Canada,Ms. Pauzé,Repentigny,0
42-1-2531,42,1,2531,438,2019-06-19,Regulations Amending the Patented Medicines Regulations,Mrs. Philpott,Markham—Stouffville,0
42-1-2532,42,1,2532,438,2019-06-19,Materials prepared for the Minister of Health,Mrs. Philpott,Markham—Stouffville,0
43-1-1,43,1,1,2,2019-12-05,Barge Nana Provider,Ms. Blaney,North Island—Powell River,1
43-1-2,43,1,2,2,2019-12-05,March Madness expenditures,Mr. Nater,Perth—Wellington,1
43-1-3,43,1,3,2,2019-12-05,Cargo planes usage,Mr. Nater,Perth—Wellington,1
43-1-4,43,1,4,2,2019-12-05,Internet media company BuzzFeed,Mr. Nater,Perth—Wellington,1
43-1-5,43,1,5,2,2019-12-05,SNC-Lavalin,Mr. Nater,Perth—Wellington,1
